Year,EEZID,countrycode,GDP_SSP1,GDP_SSP3,GDP_SSP5,Population_SSP1,Population_SSP3,Population_SSP5,SeafoodConsumption_SSP1,SeafoodConsumption_SSP3,SeafoodConsumption_SSP5
2060,44,BHS,57070,37012,71891,13606.88518,15480.51948,14651.20594,37.00605171,32.9249879,39.38478525
2061,44,BHS,57699,37119.2,73113.2,13431.68696,15378.21032,14482.23174,37.11566882,32.95069316,39.56435011
2062,44,BHS,58328,37226.4,74335.4,13256.48875,15275.90115,14313.25753,37.22441683,32.97634426,39.74173643
2063,44,BHS,58957,37333.6,75557.6,13081.29053,15173.59199,14144.28333,37.33231191,33.00194149,39.91700581
2064,44,BHS,59586,37440.8,76779.8,12906.09232,15071.28282,13975.30913,37.43936973,33.02748511,40.09021715
2065,44,BHS,60215,37548,78002,12730.8941,14968.97366,13806.33493,37.54560553,33.05297538,40.26142681
2066,44,BHS,60884,37707.4,79336,12559.79557,14874.98625,13635.56248,37.65771167,33.09077982,40.44607647
2067,44,BHS,61553,37866.8,80670,12388.69703,14780.99884,13464.79004,37.76892195,33.12846776,40.62847284
2068,44,BHS,62222,38026.2,82004,12217.59849,14687.01143,13294.01759,37.87925314,33.16604003,40.80868
2069,44,BHS,62891,38185.6,83338,12046.49995,14593.02402,13123.24515,37.98872154,33.20349748,40.98675921
2070,44,BHS,63560,38345,84672,11875.40141,14499.03661,12952.4727,38.09734296,33.24084094,41.16276906
2071,44,BHS,64139.6,38501,86005.8,11717.79347,14417.15732,12784.86956,38.19077617,33.27727827,41.33673971
2072,44,BHS,64719.2,38657,87339.6,11560.18553,14335.27803,12617.26641,38.28359491,33.31360797,41.5087514
2073,44,BHS,65298.8,38813,88673.4,11402.57759,14253.39874,12449.66326,38.37580867,33.34983077,41.67885561
2074,44,BHS,65878.4,38969,90007.2,11244.96964,14171.51946,12282.06011,38.46742672,33.38594742,41.8471017
2075,44,BHS,66458,39125,91341,11087.3617,14089.64017,12114.45697,38.55845809,33.42195866,42.01353708
2076,44,BHS,67084.2,39291.6,92773.2,10930.77052,14012.83523,11948.96107,38.65615926,33.46030124,42.19028694
2077,44,BHS,67710.4,39458.2,94205.4,10774.17933,13936.0303,11783.46517,38.75319677,33.49852529,42.36505555
2078,44,BHS,68336.6,39624.8,95637.6,10617.58814,13859.22537,11617.96927,38.84958122,33.53663168,42.53789475
2079,44,BHS,68962.8,39791.4,97069.8,10460.99696,13782.42043,11452.47337,38.94532291,33.57462127,42.70885426
2080,44,BHS,69589,39958,98502,10304.40577,13705.6155,11286.97747,39.04043192,33.6124949,42.87798181
2081,44,BHS,70229.2,40082.4,100004.4,10153.40228,13647.99139,11128.02984,39.13702345,33.64069997,43.05348043
2082,44,BHS,70869.4,40206.8,101506.8,10002.39879,13590.36729,10969.08221,39.23297419,33.66884119,43.22706434
2083,44,BHS,71509.6,40331.2,103009.2,9851.395295,13532.74318,10810.13457,39.32829411,33.69691891,43.39878232
2084,44,BHS,72149.8,40455.6,104511.6,9700.391803,13475.11908,10651.18694,39.42299296,33.72493346,43.5686812
2085,44,BHS,72790,40580,106014,9549.388311,13417.49497,10492.23931,39.51708024,33.75288519,43.73680601
2086,44,BHS,73492.8,40698.6,107711.6,9397.470282,13366.28474,10328.47718,39.61967438,33.7794755,43.92469396
2087,44,BHS,74195.6,40817.2,109409.2,9245.552252,13315.07451,10164.71505,39.72155465,33.80600929,44.11043201
2088,44,BHS,74898.4,40935.8,111106.8,9093.634222,13263.86427,10000.95292,39.8227327,33.83248685,44.29407755
2089,44,BHS,75601.2,41054.4,112804.4,8941.716193,13212.65404,9837.190795,39.9232199,33.85890846,44.47568559
2090,44,BHS,76304,41173,114502,8789.798163,13161.44381,9673.428666,40.02302731,33.8852744,44.6553089
2091,44,BHS,77117.6,41277.6,116425.4,8637.232828,13121.1045,9510.05787,40.13773507,33.90848201,44.85648968
2092,44,BHS,77931.2,41382.2,118348.8,8484.667492,13080.76519,9346.687073,40.25156258,33.93164673,45.05525812
2093,44,BHS,78744.8,41486.8,120272.2,8332.102156,13040.42588,9183.316276,40.36452566,33.95476873,45.25168167
2094,44,BHS,79558.4,41591.4,122195.6,8179.53682,13000.08657,9019.94548,40.47663973,33.9778482,45.44582482
2095,44,BHS,80372,41696,124119,8026.971485,12959.74726,8856.574683,40.58791974,34.00088533,45.63774934
2096,44,BHS,81176.8,41839.4,126172.4,7886.090186,12915.53048,8701.423499,40.69718983,34.03239931,45.84026384
2097,44,BHS,81981.6,41982.8,128225.8,7745.208887,12871.3137,8546.272314,40.80567176,34.06383452,46.04038595
2098,44,BHS,82786.4,42126.2,130279.2,7604.327588,12827.09692,8391.12113,40.91337887,34.09519142,46.23818157
2099,44,BHS,83591.2,42269.6,132332.6,7463.446289,12782.88014,8235.969946,41.02032414,34.12647049,46.43371379
2100,44,BHS,84396,42413,134386,7322.564991,12738.66336,8080.818762,41.12652022,34.15767216,46.62704303
1981,84,BLZ,1328.828149,1328.828149,1328.828149,148470.2,148470.2,148470.2,9.585823117,9.585823117,9.585823117
1982,84,BLZ,1202.682026,1202.682026,1202.682026,153111.4,153111.4,153111.4,9.331266187,9.331266187,9.331266187
1983,84,BLZ,1232.837378,1232.837378,1232.837378,157752.6,157752.6,157752.6,9.393829564,9.393829564,9.393829564
1984,84,BLZ,1336.98759,1336.98759,1336.98759,162393.8,162393.8,162393.8,9.601670317,9.601670317,9.601670317
1985,84,BLZ,1289.367289,1289.367289,1289.367289,167035,167035,167035,9.508163661,9.508163661,9.508163661
1986,84,BLZ,1366.04973,1366.04973,1366.04973,171676.2,171676.2,171676.2,9.657547236,9.657547236,9.657547236
1987,84,BLZ,1612.451575,1612.451575,1612.451575,176317.4,176317.4,176317.4,10.09951698,10.09951698,10.09951698
1988,84,BLZ,1787.951383,1787.951383,1787.951383,180958.6,180958.6,180958.6,10.38503493,10.38503493,10.38503493
1989,84,BLZ,2011.968729,2011.968729,2011.968729,185599.8,185599.8,185599.8,10.7211491,10.7211491,10.7211491
1990,84,BLZ,2197.185023,2197.185023,2197.185023,190241,190241,190241,10.97896474,10.97896474,10.97896474
1991,84,BLZ,2326.821554,2326.821554,2326.821554,196268.11,196268.11,196268.11,11.15011618,11.15011618,11.15011618
1992,84,BLZ,2666.8816,2666.8816,2666.8816,202295.22,202295.22,202295.22,11.56817259,11.56817259,11.56817259
1993,84,BLZ,2504.221284,2504.221284,2504.221284,208322.33,208322.33,208322.33,11.37338693,11.37338693,11.37338693
1994,84,BLZ,2880.125446,2880.125446,2880.125446,214349.44,214349.44,214349.44,11.81080259,11.81080259,11.81080259
1995,84,BLZ,2908.037973,2908.037973,2908.037973,220376.55,220376.55,220376.55,11.8415805,11.8415805,11.8415805
1996,84,BLZ,3001.83372,3001.83372,3001.83372,226403.66,226403.66,226403.66,11.94345028,11.94345028,11.94345028
1997,84,BLZ,2952.948596,2952.948596,2952.948596,232430.77,232430.77,232430.77,11.8906518,11.8906518,11.8906518
1998,84,BLZ,2992.444754,2992.444754,2992.444754,238457.88,238457.88,238457.88,11.93335868,11.93335868,11.93335868
1999,84,BLZ,3065.979673,3065.979673,3065.979673,244484.99,244484.99,244484.99,12.01178718,12.01178718,12.01178718
2000,84,BLZ,3364.423711,3364.423711,3364.423711,250512.1,250512.1,250512.1,12.31666889,12.31666889,12.31666889
2001,84,BLZ,3418.216676,3418.216676,3418.216676,256623.5,256623.5,256623.5,12.36950023,12.36950023,12.36950023
2002,84,BLZ,3405.61092,3405.61092,3405.61092,262735.1,262735.1,262735.1,12.35717458,12.35717458,12.35717458
2003,84,BLZ,3675.880301,3675.880301,3675.880301,268846.6,268846.6,268846.6,12.61446137,12.61446137,12.61446137
2004,84,BLZ,3825.78733,3825.78733,3825.78733,274957.9,274957.9,274957.9,12.75125557,12.75125557,12.75125557
2005,84,BLZ,3926.013742,3926.013742,3926.013742,281069.5,281069.5,281069.5,12.84054615,12.84054615,12.84054615
2006,84,BLZ,4178.925373,4178.925373,4178.925373,287224.2244,287224.2244,287224.2244,13.05868824,13.05868824,13.05868824
2007,84,BLZ,4315.834964,4315.834964,4315.834964,293338.3359,293338.3359,293338.3359,13.17277701,13.17277701,13.17277701
2008,84,BLZ,4460.634144,4460.634144,4460.634144,299452.4474,299452.4474,299452.4474,13.29060021,13.29060021,13.29060021
2009,84,BLZ,4243.433284,4243.433284,4243.433284,305566.5589,305566.5589,305566.5589,13.11277835,13.11277835,13.11277835
2010,84,BLZ,6606,6606,6606,97854.90874,97854.90874,97854.90874,14.77621695,14.77621695,14.77621695
2011,84,BLZ,6633.6,6633.4,6630.6,96841.9668,99470.76663,96841.9668,14.79285012,14.79272978,14.79104462
2012,84,BLZ,6661.2,6660.8,6655.2,95829.02487,101086.6245,95829.02487,14.80943285,14.80919288,14.80583218
2013,84,BLZ,6688.8,6688.2,6679.8,94816.08294,102702.4824,94816.08294,14.82596547,14.8256066,14.82057988
2014,84,BLZ,6716.4,6715.6,6704.4,93803.14101,104318.3403,93803.14101,14.84244837,14.8419713,14.83528798
2015,84,BLZ,6744,6743,6729,92790.19908,105934.1982,92790.19908,14.85888188,14.85828732,14.84995673
